TITLE,Computer Science,Physics,Mathematics,Statistics
A family of transformed copulas with singular component,0,0,1,1
End-to-End Multi-Task Denoising for joint SDR and PESQ Optimization,1,0,0,1
Distributed Convolutional Dictionary Learning (DiCoDiLe): Pattern Discovery in Large Images and Signals,1,0,0,1
Boundary feedback stabilization of a flexible wing model under unsteady aerodynamic loads,1,0,1,0
Discrete Extremes,0,0,1,1
Rapid Adaptation with Conditionally Shifted Neurons,1,0,0,1
JamBot: Music Theory Aware Chord Based Generation of Polyphonic Music with LSTMs,1,0,0,1
Determinant structure for tau-function of holonomic deformation of linear differential equations,0,1,1,0
Transfer Operator Based Approach for Optimal Stabilization of Stochastic System,1,0,1,0
Data-driven modeling of collaboration networks: A cross-domain analysis,1,1,0,0
Some theoretical results on tensor elliptical distribution,0,0,1,1
Local Convergence of Proximal Splitting Methods for Rank Constrained Problems,1,0,0,1
On the boundary between qualitative and quantitative measures of causal effects,0,0,1,1
Evaluating the hot hand phenomenon using predictive memory selection for multistep Markov Chains: LeBron James' error correcting free throws,0,1,0,1
Pretest and Stein-Type Estimations in Quantile Regression Model,0,0,1,1
Outcrop fracture characterization on suppositional planes cutting through digital outcrop models (DOMs),1,1,0,0
Exploiting routinely collected severe case data to monitor and predict influenza outbreaks,0,1,0,1
"Progressive Growing of GANs for Improved Quality, Stability, and Variation",1,0,0,1
Massive data compression for parameter-dependent covariance matrices,0,1,0,1
A Novel Data-Driven Framework for Risk Characterization and Prediction from Electronic Medical Records: A Case Study of Renal Failure,1,0,0,1
Adversarial Variational Optimization of Non-Differentiable Simulators,1,0,0,1
Posterior Asymptotic Normality for an Individual Coordinate in High-dimensional Linear Regression,0,0,1,1
A Learning-Based Framework for Two-Dimensional Vehicle Maneuver Prediction over V2V Networks,1,0,0,1
Learning from Multiple Cities: A Meta-Learning Approach for Spatial-Temporal Prediction,1,0,0,1
Towards a New Interpretation of Separable Convolutions,1,0,0,1
Estimation of the covariance structure of heavy-tailed distributions,0,0,1,1
Deep Reinforcement Learning for De-Novo Drug Design,1,0,0,1
Batch Data Processing and Gaussian Two-Armed Bandit,0,0,1,1
Cyclotomic Construction of Strong External Difference Families in Finite Fields,1,0,1,0
A combined entropy and utility based generative model for large scale multiple discrete-continuous travel behaviour data,1,0,0,1
Phase Transitions of Spectral Initialization for High-Dimensional Nonconvex Estimation,1,0,0,1
Understanding GANs: the LQG Setting,1,0,0,1
Direct Mapping Hidden Excited State Interaction Patterns from ab initio Dynamics and Its Implications on Force Field Development,0,1,0,1
A Multi-Stage Algorithm for Acoustic Physical Model Parameters Estimation,1,0,0,1
Learning Instance Segmentation by Interaction,1,0,0,1
"On convergence rate of stochastic proximal point algorithm without strong convexity, smoothness or bounded gradients",1,0,0,1
Learning Texture Manifolds with the Periodic Spatial GAN,1,0,0,1
Poseidon: An Efficient Communication Architecture for Distributed Deep Learning on GPU Clusters,1,0,0,1
"Toric Codes, Multiplicative Structure and Decoding",1,0,1,0
Outlier Detection by Consistent Data Selection Method,1,0,0,1
Inductive Representation Learning in Large Attributed Graphs,1,0,0,1
Towards Deep Learning Models for Psychological State Prediction using Smartphone Data: Challenges and Opportunities,1,0,0,1
Deep Neural Linear Bandits: Overcoming Catastrophic Forgetting through Likelihood Matching,1,0,0,1
An Analytic Criterion for Turbulent Disruption of Planetary Resonances,0,1,1,0
Automatic sequences and generalised polynomials,1,0,1,0
The Motion of Small Bodies in Space-time,0,1,1,0
"Robust, Deep and Inductive Anomaly Detection",1,0,0,1
Structure preserving schemes for nonlinear Fokker-Planck equations and applications,0,1,1,0
A Markov decision process approach to optimizing cancer therapy using multiple modalities,0,1,1,0
Complex Contagions with Timers,1,1,0,0
"Random Networks, Graphical Models, and Exchangeability",0,0,1,1
A study of ancient Khmer ephemerides,0,1,1,0
Deep Learning for Accelerated Reliability Analysis of Infrastructure Networks,1,0,0,1
Cooperative Online Learning: Keeping your Neighbors Updated,1,0,0,1
Probabilistic Line Searches for Stochastic Optimization,1,0,0,1
On Improving Deep Reinforcement Learning for POMDPs,1,0,0,1
Converting Cascade-Correlation Neural Nets into Probabilistic Generative Models,1,0,0,1
Simplicial Closure and higher-order link prediction,1,0,0,1
Spectral Methods for Nonparametric Models,1,0,0,1
"Setting the threshold for high throughput detectors: A mathematical approach for ensembles of dynamic, heterogeneous, probabilistic anomaly detectors",1,0,0,1
Efficient Decision Trees for Multi-class Support Vector Machines Using Entropy and Generalization Error Estimation,1,0,0,1
Semiclassical measures on hyperbolic surfaces have full support,0,1,1,0
Perturbed Proximal Descent to Escape Saddle Points for Non-convex and Non-smooth Objective Functions,1,0,0,1
The Case for Meta-Cognitive Machine Learning: On Model Entropy and Concept Formation in Deep Learning,1,0,0,1
Model Selection for Explosive Models,0,0,1,1
Cross-Entropy Loss and Low-Rank Features Have Responsibility for Adversarial Examples,1,0,0,1
Spatio-temporal canards in neural field equations,0,1,1,0
"Counterfactuals, indicative conditionals, and negation under uncertainty: Are there cross-cultural differences?",1,0,1,0
Efficient Convolutional Network Learning using Parametric Log based Dual-Tree Wavelet ScatterNet,1,0,0,1
Liu-type Shrinkage Estimations in Linear Models,0,0,1,1
High-Dimensional Materials and Process Optimization using Data-driven Experimental Design with Well-Calibrated Uncertainty Estimates,0,1,0,1
Semi-supervised model-based clustering with controlled clusters leakage,1,0,0,1
The effect of the spatial domain in FANOVA models with ARH(1) error term,0,0,1,1
Detecting causal associations in large nonlinear time series datasets,0,1,0,1
Hybrid Machine Learning Approach to Popularity Prediction of Newly Released Contents for Online Video Streaming Service,1,0,0,1
$\textsf{S}^3T$: An Efficient Score-Statistic for Spatio-Temporal Surveillance,0,0,1,1
Relaxing Integrity Requirements for Attack-Resilient Cyber-Physical Systems,1,0,1,0
Consistency Analysis for Massively Inconsistent Datasets in Bound-to-Bound Data Collaboration,1,0,1,0
Hydra: a C++11 framework for data analysis in massively parallel platforms,1,1,0,0
Analysis of dropout learning regarded as ensemble learning,1,0,0,1
A probabilistic approach to emission-line galaxy classification,0,1,0,1
Questions and dependency in intuitionistic logic,1,0,1,0
Translations: generalizing relative expressiveness between logics,1,0,1,0
Convolutional Dictionary Learning: A Comparative Review and New Algorithms,1,0,0,1
Replication Ethics,1,1,0,0
3D-PRNN: Generating Shape Primitives with Recurrent Neural Networks,1,0,0,1
Discovery of Shifting Patterns in Sequence Classification,1,0,0,1
Numerical simulations of magnetic billiards in a convex domain in $\mathbb{R}^2$,0,1,1,0
On Lasso refitting strategies,0,0,1,1
Kernel method for persistence diagrams via kernel embedding and weight factor,0,0,1,1
Towards Visual Explanations for Convolutional Neural Networks via Input Resampling,1,0,0,1
Symmetric Rank Covariances: a Generalised Framework for Nonparametric Measures of Dependence,0,0,1,1
On the kinetic equation in Zakharov's wave turbulence theory for capillary waves,0,1,1,0
Regularizing Model Complexity and Label Structure for Multi-Label Text Classification,1,0,0,1
An intracardiac electrogram model to bridge virtual hearts and implantable cardiac devices,1,1,0,0
A note on conditional versus joint unconditional weak convergence in bootstrap consistency results,0,0,1,1
Learning Hard Alignments with Variational Inference,1,0,0,1
A New Sparse and Robust Adaptive Lasso Estimator for the Independent Contamination Model,0,0,1,1
Automatic Segmentation of the Left Ventricle in Cardiac CT Angiography Using Convolutional Neural Network,1,1,0,0
Least-Squares Temporal Difference Learning for the Linear Quadratic Regulator,1,0,0,1
PD-ML-Lite: Private Distributed Machine Learning from Lighweight Cryptography,1,0,0,1
Consistency Guarantees for Permutation-Based Causal Inference Algorithms,0,0,1,1
Finding Bottlenecks: Predicting Student Attrition with Unsupervised Classifier,1,0,0,1
Bootstrap confidence sets for spectral projectors of sample covariance,0,0,1,1
Locally recoverable codes from algebraic curves and surfaces,1,0,1,0
Learning by Playing - Solving Sparse Reward Tasks from Scratch,1,0,0,1
An Infinite Hidden Markov Model With Similarity-Biased Transitions,1,0,0,1
Methods for Estimation of Convex Sets,0,0,1,1
An Invitation to Polynomiography via Exponential Series,1,0,1,0
A note on the approximate admissibility of regularized estimators in the Gaussian sequence model,0,0,1,1
A Bootstrap Method for Error Estimation in Randomized Matrix Multiplication,1,0,0,1
Using Social Network Information in Bayesian Truth Discovery,1,0,0,1
Faster Boosting with Smaller Memory,1,0,0,1
A time series distance measure for efficient clustering of input output signals by their underlying dynamics,1,0,0,1
An Alternative Approach to Functional Linear Partial Quantile Regression,0,0,1,1
Witnessing Adversarial Training in Reproducing Kernel Hilbert Spaces,1,0,0,1
Testing isomorphism of lattices over CM-orders,1,0,1,0
Director Field Analysis (DFA): Exploring Local White Matter Geometric Structure in diffusion MRI,1,1,0,0
"Show, Attend and Interact: Perceivable Human-Robot Social Interaction through Neural Attention Q-Network",1,0,0,1
Testing homogeneity of proportions from sparse binomial data with a large number of groups,0,0,1,1
Discriminative Bimodal Networks for Visual Localization and Detection with Natural Language Queries,1,0,0,1
Genetic Algorithm for Epidemic Mitigation by Removing Relationships,1,0,1,0
The Feeling of Success: Does Touch Sensing Help Predict Grasp Outcomes?,1,0,0,1
Shrinking Horizon Model Predictive Control with Signal Temporal Logic Constraints under Stochastic Disturbances,1,0,1,0
Extremes of threshold-dependent Gaussian processes,0,0,1,1
Property Safety Stock Policy for Correlated Commodities Based on Probability Inequality,0,0,1,1
Generating and Aligning from Data Geometries with Generative Adversarial Networks,1,0,0,1
Randomizing growing networks with a time-respecting null model,1,1,0,0
High-dimensional posterior consistency for hierarchical non-local priors in regression,0,0,1,1
Evidence of Complex Contagion of Information in Social Media: An Experiment Using Twitter Bots,1,1,0,0
Birecurrent sets,1,0,1,0
Dimensionality reduction for acoustic vehicle classification with spectral embedding,1,0,0,1
Efficient Estimation of Linear Functionals of Principal Components,0,0,1,1
Variational obstacle avoidance problem on Riemannian manifolds,1,0,1,0
Learning Less-Overlapping Representations,1,0,0,1
Ubenwa: Cry-based Diagnosis of Birth Asphyxia,1,0,0,1
Two provably consistent divide and conquer clustering algorithms for large networks,0,0,1,1
Compressive Sensing Approaches for Autonomous Object Detection in Video Sequences,1,0,0,1
Finite-dimensional Gaussian approximation with linear inequality constraints,1,0,0,1
A Generalization of Quasi-twisted Codes: Multi-twisted codes,1,0,1,0
On the Successive Cancellation Decoding of Polar Codes with Arbitrary Linear Binary Kernels,1,0,1,0
OpenML: An R Package to Connect to the Machine Learning Platform OpenML,1,0,0,1
Discovering Latent Patterns of Urban Cultural Interactions in WeChat for Modern City Planning,1,0,0,1
A Machine Learning Alternative to P-values,1,0,0,1
Efficient exploration with Double Uncertain Value Networks,1,0,0,1
On the Solution of Linear Programming Problems in the Age of Big Data,1,0,1,0
Transferring Agent Behaviors from Videos via Motion GANs,1,0,0,1
NeuralPower: Predict and Deploy Energy-Efficient Convolutional Neural Networks,1,0,0,1
Density-equalizing maps for simply-connected open surfaces,1,0,1,0
Efficient and principled score estimation with Nyström kernel exponential families,1,0,0,1
Real-valued (Medical) Time Series Generation with Recurrent Conditional GANs,1,0,0,1
Automatic Analysis of EEGs Using Big Data and Hybrid Deep Learning Architectures,1,0,0,1
Poisson multi-Bernoulli mixture filter: direct derivation and implementation,1,0,0,1
Penetrating a Social Network: The Follow-back Problem,1,0,0,1
The perceived assortativity of social networks: Methodological problems and solutions,1,0,0,1
Iterated filtering methods for Markov process epidemic models,0,0,1,1
The Word Problem of $\mathbb{Z}^n$ Is a Multiple Context-Free Language,1,0,1,0
The sequence of open and closed prefixes of a Sturmian word,1,0,1,0
Transformation Models in High-Dimensions,0,0,1,1
Learning to Transfer,1,0,0,1
ADINE: An Adaptive Momentum Method for Stochastic Gradient Descent,1,0,0,1
A Data Science Approach to Understanding Residential Water Contamination in Flint,1,0,0,1
"Proximally Guided Stochastic Subgradient Method for Nonsmooth, Nonconvex Problems",1,0,1,0
Label Stability in Multiple Instance Learning,1,0,0,1
Sum-Product Graphical Models,1,0,0,1
Understanding Geometry of Encoder-Decoder CNNs,1,0,0,1
AutoShuffleNet: Learning Permutation Matrices via an Exact Lipschitz Continuous Penalty in Deep Convolutional Neural Networks,1,0,0,1
Convergence rate of a simulated annealing algorithm with noisy observations,0,0,1,1
Super-Isolated Elliptic Curves and Abelian Surfaces in Cryptography,1,0,1,0
Long Short-Term Memory (LSTM) networks with jet constituents for boosted top tagging at the LHC,1,0,0,1
"Estimate Sequences for Stochastic Composite Optimization: Variance Reduction, Acceleration, and Robustness to Noise",1,0,0,1
Counting intersecting and pairs of cross-intersecting families,1,0,1,0
Convergence Results for Neural Networks via Electrodynamics,1,1,0,0
Nonparametric relative error estimation of the regression function for censored data,0,0,1,1
Isotropic covariance functions on graphs and their edges,0,0,1,1
Accelerated Sparse Subspace Clustering,1,0,0,1
Criticality as It Could Be: organizational invariance as self-organized criticality in embodied agents,1,1,0,0
Maximum a Posteriori Joint State Path and Parameter Estimation in Stochastic Differential Equations,0,0,1,1
Iterative Machine Teaching,1,0,0,1
GibbsNet: Iterative Adversarial Inference for Deep Graphical Models,1,0,0,1
Importance sampling the union of rare events with an application to power systems analysis,1,0,0,1
Estimating the sensitivity of centrality measures w.r.t. measurement errors,1,1,0,0
Matrix product moments in normal variables,0,0,1,1
Asymptotics and Optimal Bandwidth Selection for Nonparametric Estimation of Density Level Sets,0,0,1,1
Inference of signals with unknown correlation structure from nonlinear measurements,0,1,0,1
Learning Context-Sensitive Convolutional Filters for Text Processing,1,0,0,1
Optimised information gathering in smartphone users,1,1,0,0
On Recoverable and Two-Stage Robust Selection Problems with Budgeted Uncertainty,1,0,1,0
Dimensionality reduction with missing values imputation,1,0,0,1
Fast Spectral Clustering Using Autoencoders and Landmarks,1,0,0,1
Sufficient Markov Decision Processes with Alternating Deep Neural Networks,0,0,1,1
Hierarchical State Abstractions for Decision-Making Problems with Computational Constraints,1,0,0,1
General analytical solution for the electromagnetic grating diffraction problem,0,1,1,0
Nonconvex generalizations of ADMM for nonlinear equality constrained problems,1,0,1,0
Integration of Machine Learning Techniques to Evaluate Dynamic Customer Segmentation Analysis for Mobile Customers,1,0,0,1
A Convex Cycle-based Degradation Model for Battery Energy Storage Planning and Operation,1,0,1,0
Neural Collaborative Autoencoder,1,0,0,1
Dual Supervised Learning,1,0,0,1
Real-Time Impulse Noise Removal from MR Images for Radiosurgery Applications,1,1,0,0
Randomized CP Tensor Decomposition,1,0,0,1
Spectral curves for the rogue waves,0,1,1,0
SGDLibrary: A MATLAB library for stochastic gradient descent algorithms,1,0,0,1
Multi-Entity Dependence Learning with Rich Context via Conditional Variational Auto-encoder,1,0,0,1
DNN-Buddies: A Deep Neural Network-Based Estimation Metric for the Jigsaw Puzzle Problem,1,0,0,1
Corrupt Bandits for Preserving Local Privacy,1,0,0,1
See the Near Future: A Short-Term Predictive Methodology to Traffic Load in ITS,1,0,0,1
End-to-end Learning of Deterministic Decision Trees,1,0,0,1
Long-term Blood Pressure Prediction with Deep Recurrent Neural Networks,1,0,0,1
Manifold learning with bi-stochastic kernels,0,0,1,1
Multi-Task Learning Using Neighborhood Kernels,1,0,0,1
Optimized Bucket Wheel Design for Asteroid Excavation,1,1,0,0
Using Graphs of Classifiers to Impose Declarative Constraints on Semi-supervised Learning,1,0,0,1
Optimized Deformed Laplacian for Spectrum-based Community Detection in Sparse Heterogeneous Graphs,1,0,0,1
High dimensional deformed rectangular matrices with applications in matrix denoising,0,0,1,1
Unifying DAGs and UGs,1,0,0,1
Numerical modelling of surface water wave interaction with a moving wall,1,1,0,0
Causal Discovery in the Presence of Measurement Error: Identifiability Conditions,1,0,0,1
Conditional Variance Penalties and Domain Shift Robustness,1,0,0,1
Machine Learning Topological Invariants with Neural Networks,1,1,0,0
The Robot Routing Problem for Collecting Aggregate Stochastic Rewards,1,0,1,0
Estimating occupation time functionals,0,0,1,1
Feature analysis of multidisciplinary scientific collaboration patterns based on PNAS,1,1,0,0
Assessing the reliability polynomial based on percolation theory,0,0,1,1
Interior Eigensolver for Sparse Hermitian Definite Matrices Based on Zolotarev's Functions,1,0,1,0
Face Super-Resolution Through Wasserstein GANs,1,0,0,1
Random active path model of deep neural networks with diluted binary synapses,1,0,0,1
Super Generalized Central Limit Theorem: Limit distributions for sums of non-identical random variables with power-laws,0,0,1,1
Bayesian Sparsification of Recurrent Neural Networks,1,0,0,1
Malaria Likelihood Prediction By Effectively Surveying Households Using Deep Reinforcement Learning,1,0,0,1
The loss surface of deep and wide neural networks,1,0,0,1
Diversity-Sensitive Conditional Generative Adversarial Networks,1,0,0,1
Predicting Expressive Speaking Style From Text In End-To-End Speech Synthesis,1,0,0,1
An a Priori Exponential Tail Bound for k-Folds Cross-Validation,1,0,0,1
Relaxed Wasserstein with Applications to GANs,1,0,0,1
Dex: Incremental Learning for Complex Environments in Deep Reinforcement Learning,1,0,0,1
Time-dynamic inference for non-Markov transition probabilities under independent right-censoring,0,0,1,1
DNA translocation through alpha-haemolysin nano-pores with potential application to macromolecular data storage,1,1,0,0
Contextuality from missing and versioned data,1,0,0,1
Semidefinite Relaxation-Based Optimization of Multiple-Input Wireless Power Transfer Systems,1,0,1,0
Neighborhood selection with application to social networks,0,0,1,1
Quasi-Oracle Estimation of Heterogeneous Treatment Effects,0,0,1,1
Adaptive clustering procedure for continuous gravitational wave searches,0,1,1,0
Generative Adversarial Networks for Black-Box API Attacks with Limited Training Data,1,0,0,1
Efficient computation of multidimensional theta functions,0,1,1,0
Large-scale Feature Selection of Risk Genetic Factors for Alzheimer's Disease via Distributed Group Lasso Regression,1,0,0,1
Strong Functional Representation Lemma and Applications to Coding Theorems,1,0,1,0
Deep Neural Networks as Gaussian Processes,1,0,0,1
Effects of parametric uncertainties in cascaded open quantum harmonic oscillators and robust generation of Gaussian invariant states,1,0,1,0
Distance-based Confidence Score for Neural Network Classifiers,1,0,0,1
A Divergence Bound for Hybrids of MCMC and Variational Inference and an Application to Langevin Dynamics and SGVI,1,0,0,1
S-Isomap++: Multi Manifold Learning from Streaming Data,1,0,0,1
Efficient and consistent inference of ancestral sequences in an evolutionary model with insertions and deletions under dense taxon sampling,1,0,1,1
A Variational Characterization of Rényi Divergences,1,0,1,1
Evaluating Roles of Central Users in Online Communication Networks: A Case Study of #PanamaLeaks,1,1,0,1
Vocabulary-informed Extreme Value Learning,1,0,1,1
Ensemble Estimation of Mutual Information,1,0,1,1
Optimal Identity Testing with High Probability,1,0,1,1
Permutation Tests for Infection Graphs,1,0,1,1
Smallest eigenvalue density for regular or fixed-trace complex Wishart-Laguerre ensemble and entanglement in coupled kicked tops,0,1,1,1
High Dimensional Robust Estimation of Sparse Models via Trimmed Hard Thresholding,1,0,1,1
A Robust Multi-Batch L-BFGS Method for Machine Learning,1,0,1,1
Riemannian stochastic variance reduced gradient,1,0,1,1
Hidden Community Detection in Social Networks,1,1,0,1
Stochastic Variance Reduction Methods for Policy Evaluation,1,0,1,1
An Army of Me: Sockpuppets in Online Discussion Communities,1,1,0,1
Generalization Bounds of SGLD for Non-convex Learning: Two Theoretical Viewpoints,1,0,1,1
Arimoto-Rényi Conditional Entropy and Bayesian $M$-ary Hypothesis Testing,1,0,1,1
Time-lagged autoencoders: Deep learning of slow collective variables for molecular kinetics,1,1,0,1
Deep Learning the Ising Model Near Criticality,1,1,0,1
The neighborhood lattice for encoding partial correlations in a Hilbert space,1,0,1,1
Quantifying and suppressing ranking bias in a large citation network,1,1,0,1
Concentration of Multilinear Functions of the Ising Model with Applications to Network Data,1,0,1,1
Topology Estimation in Bulk Power Grids: Guarantees on Exact Recovery,1,0,1,1
Optimal Rates for Learning with Nyström Stochastic Gradient Methods,1,0,1,1
A Correspondence Between Random Neural Networks and Statistical Field Theory,1,1,0,1
On Quadratic Convergence of DC Proximal Newton Algorithm for Nonconvex Sparse Learning in High Dimensions,1,0,1,1
Finite Sample Differentially Private Confidence Intervals,1,0,1,1
Information and estimation in Fokker-Planck channels,1,0,1,1
Fundamental Conditions for Low-CP-Rank Tensor Completion,1,0,1,1
Multiplex Network Regression: How do relations drive interactions?,1,1,0,1
ZigZag: A new approach to adaptive online learning,1,0,1,1
Universal Joint Image Clustering and Registration using Partition Information,1,0,1,1
Power Control and Relay Selection in Full-Duplex Cognitive Relay Networks: Coherent versus Non-coherent Scenarios,1,0,1,1
Opinion evolution in time-varying social influence networks with prejudiced agents,1,1,1,0
Species tree estimation using ASTRAL: how many genes are enough?,1,0,1,1
Universal Function Approximation by Deep Neural Nets with Bounded Width and ReLU Activations,1,0,1,1
Optimization of Tree Ensembles,1,0,1,1
Near-Optimal Closeness Testing of Discrete Histogram Distributions,1,0,1,1
A Well-Tempered Landscape for Non-convex Robust Subspace Recovery,1,0,1,1
Fast Stochastic Variance Reduced Gradient Method with Momentum Acceleration for Machine Learning,1,0,1,1
Statistical inference using SGD,1,0,1,1
Limitations on Variance-Reduction and Acceleration Schemes for Finite Sum Optimization,1,0,1,1
Atomic Convolutional Networks for Predicting Protein-Ligand Binding Affinity,1,1,0,1
Subdeterminant Maximization via Nonconvex Relaxations and Anti-concentration,1,0,1,1
Orthogonal Statistical Learning,1,0,1,1
Disentangling group and link persistence in Dynamic Stochastic Block models,1,1,0,1
Frequentist Consistency of Variational Bayes,1,0,1,1
Learning Whenever Learning is Possible: Universal Learning under General Stochastic Processes,1,0,1,1
Learning Policies for Markov Decision Processes from Data,1,0,1,1
Faster Coordinate Descent via Adaptive Importance Sampling,1,0,1,1
On the role of synaptic stochasticity in training low-precision neural networks,1,1,0,1
Doubly Accelerated Stochastic Variance Reduced Dual Averaging Method for Regularized Empirical Risk Minimization,1,0,1,1
Optimization by gradient boosting,1,0,1,1
Decentralized Online Learning with Kernels,1,0,1,1
Chentsov's theorem for exponential families,1,0,1,1
PAFit: an R Package for the Non-Parametric Estimation of Preferential Attachment and Node Fitness in Temporal Complex Networks,1,1,0,1
Phase Retrieval via Randomized Kaczmarz: Theoretical Guarantees,1,0,1,1
Centrality measures for graphons: Accounting for uncertainty in networks,1,0,1,1
Solving Non-parametric Inverse Problem in Continuous Markov Random Field using Loopy Belief Propagation,1,1,0,1
Nonparametric regression using deep neural networks with ReLU activation function,1,0,1,1
The Mixing method: low-rank coordinate descent for semidefinite programming with diagonal constraints,1,0,1,1
Multidimensional Sampling of Isotropically Bandlimited Signals,1,0,1,1
SARAH: A Novel Method for Machine Learning Problems Using Stochastic Recursive Gradient,1,0,1,1
Topology reveals universal features for network comparison,1,0,1,1
Matchability of heterogeneous networks pairs,1,0,1,1
Sparse-View X-Ray CT Reconstruction Using $\ell_1$ Prior with Learned Transform,1,1,0,1
Lagrangian Transport Through Surfaces in Compressible Flows,1,1,1,0
On architectural choices in deep learning: From network structure to gradient convergence and parameter estimation,1,0,1,1
Multi-Layer Generalized Linear Estimation,1,1,0,1
Convergence diagnostics for stochastic gradient descent with constant step size,1,0,1,1
An improved parametric model for hysteresis loop approximation,1,1,1,0
Gradient descent GAN optimization is locally stable,1,0,1,1
"The Computer Science and Physics of Community Detection: Landscapes, Phase Transitions, and Hardness",1,1,1,0
The nature and origin of heavy tails in retweet activity,1,1,0,1
Active Hypothesis Testing: Beyond Chernoff-Stein,1,0,1,1
Learning Graphical Models Using Multiplicative Weights,1,0,1,1
Testing Network Structure Using Relations Between Small Subgraph Probabilities,1,0,1,1
"Model compression as constrained optimization, with application to neural nets. Part II: quantization",1,0,1,1
"Online to Offline Conversions, Universality and Adaptive Minibatch Sizes",1,0,1,1
Markov Chain Lifting and Distributed ADMM,1,0,1,1
Spectral Method and Regularized MLE Are Both Optimal for Top-$K$ Ranking,1,0,1,1
Stochastic Input Models in Online Computing,1,0,1,1
Guaranteed Sufficient Decrease for Variance Reduced Stochastic Gradient Descent,1,0,1,1
Bayesian Probabilistic Numerical Methods,1,0,1,1
On the Optimization Landscape of Tensor Decompositions,1,0,1,1
Learning to Optimize Neural Nets,1,0,1,1
Max-value Entropy Search for Efficient Bayesian Optimization,1,0,1,1
Comparison of Decision Tree Based Classification Strategies to Detect External Chemical Stimuli from Raw and Filtered Plant Electrical Response,1,1,0,1
Riemannian stochastic quasi-Newton algorithm with variance reduction and its convergence analysis,1,0,1,1
Moment-based parameter estimation in binomial random intersection graph models,1,0,1,1
On the Reconstruction Risk of Convolutional Sparse Dictionary Learning,1,0,1,1
Explicit Time Integration of Transient Eddy Current Problems,1,1,1,0
Distribution System Voltage Control under Uncertainties using Tractable Chance Constraints,1,0,1,1
Glitch Classification and Clustering for LIGO with Deep Transfer Learning,1,1,0,1
A Unified Approach to Adaptive Regularization in Online and Stochastic Optimization,1,0,1,1
Network Inference from a Link-Traced Sample using Approximate Bayesian Computation,1,1,0,1
Homotopy Parametric Simplex Method for Sparse Learning,1,0,1,1
MSE estimates for multitaper spectral estimation and off-grid compressive sensing,1,0,1,1
An Investigation of Newton-Sketch and Subsampled Newton Methods,1,0,1,1
A spectral-Galerkin turbulent channel flow solver for large-scale simulations,1,1,1,0
Accelerated Primal-Dual Proximal Block Coordinate Updating Methods for Constrained Convex Optimization,1,0,1,1
Sample complexity of population recovery,1,0,1,1
A study of periodograms standardized using training data sets and application to exoplanet detection,0,1,1,1
List-Decodable Robust Mean Estimation and Learning Mixtures of Spherical Gaussians,1,0,1,1
Copy the dynamics using a learning machine,0,1,1,1
Which Distribution Distances are Sublinearly Testable?,1,0,1,1
"Balanced Excitation and Inhibition are Required for High-Capacity, Noise-Robust Neuronal Selectivity",1,1,0,1
What caused what? A quantitative account of actual causation using dynamical causal networks,1,0,1,1
Frank-Wolfe Optimization for Symmetric-NMF under Simplicial Constraint,1,0,1,1
Accelerated Stochastic Power Iteration,1,0,1,1
Free Information Flow Benefits Truth Seeking,1,1,1,0
Optimal hypothesis testing for stochastic block models with growing degrees,1,0,1,1
Using data-compressors for statistical analysis of problems on homogeneity testing and classification,1,0,1,1
Machine learning for graph-based representations of three-dimensional discrete fracture networks,1,1,0,1
From Relational Data to Graphs: Inferring Significant Links using Generalized Hypergeometric Ensembles,1,1,0,1
Probabilistic Numerical Methods for PDE-constrained Bayesian Inverse Problems,1,0,1,1
Weak Adaptive Submodularity and Group-Based Active Diagnosis with Applications to State Estimation with Persistent Sensor Faults,1,0,1,1
Second Order Statistics Analysis and Comparison between Arithmetic and Geometric Average Fusion,1,0,1,1
Depth Creates No Bad Local Minima,1,0,1,1
Priv'IT: Private and Sample Efficient Identity Testing,1,0,1,1
Online control of the false discovery rate with decaying memory,1,0,1,1
"Performance Limits of Stochastic Sub-Gradient Learning, Part II: Multi-Agent Case",1,0,1,1
A Sample Complexity Measure with Applications to Learning Optimal Auctions,1,0,1,1
Topology Analysis of International Networks Based on Debates in the United Nations,1,0,1,1
Large Scale Empirical Risk Minimization via Truncated Adaptive Newton Method,1,0,1,1
Global Convergence of Langevin Dynamics Based Algorithms for Nonconvex Optimization,1,0,1,1
Batched Large-scale Bayesian Optimization in High-dimensional Spaces,1,0,1,1
"Community Detection in Hypergraphs, Spiked Tensor Models, and Sum-of-Squares",1,0,1,1
Low-dose cryo electron ptychography via non-convex Bayesian optimization,0,1,1,1
User-friendly guarantees for the Langevin Monte Carlo with inaccurate gradient,1,0,1,1
Assessing Uncertainties in X-ray Single-particle Three-dimensional reconstructions,1,1,0,1
Projected Power Iteration for Network Alignment,1,0,1,1
Analysis of $p$-Laplacian Regularization in Semi-Supervised Learning,1,0,1,1
How to Escape Saddle Points Efficiently,1,0,1,1
Divergence and Sufficiency for Convex Optimization,1,1,1,0
The Scaling Limit of High-Dimensional Online Independent Component Analysis,1,1,0,1
Fully Decentralized Policies for Multi-Agent Systems: An Information Theoretic Approach,1,1,1,0
"Methodology for Multi-stage, Operations- and Uncertainty-Aware Placement and Sizing of FACTS Devices in a Large Power Transmission System",1,1,1,0
Batched High-dimensional Bayesian Optimization via Structural Kernel Learning,1,0,1,1
Kernel k-Groups via Hartigan's Method,1,0,1,1
